 3.745465000000e+03  6.000000000000e+02
 3.756411000000e+03  5.000000000000e+02
 3.773331000000e+03  2.500000000000e+02
 3.834476000000e+03  4.000000000000e+02
 3.853295000000e+03  3.000000000000e+02
 3.854556000000e+03  3.000000000000e+02
 3.858737000000e+03  2.500000000000e+02
 3.951887000000e+03  3.000000000000e+02
 3.974665000000e+03  4.000000000000e+02
 4.282208000000e+03  4.000000000000e+02
 4.282833000000e+03  3.000000000000e+02
 4.296743000000e+03  1.000000000000e+03
 4.319530000000e+03  3.000000000000e+02
 4.330016000000e+03  3.000000000000e+02
 4.336137000000e+03  6.000000000000e+02
 4.362912000000e+03  3.000000000000e+02
 4.380423000000e+03  3.000000000000e+02
 4.397341000000e+03  2.000000000000e+02
 4.401174000000e+03  2.500000000000e+02
 4.411585000000e+03  2.000000000000e+02
 4.419332000000e+03  3.000000000000e+02
 4.429664000000e+03  3.000000000000e+02
 4.441812000000e+03  3.000000000000e+02
 4.442276000000e+03  3.000000000000e+02
 4.445153000000e+03  4.000000000000e+02
 4.470886000000e+03  5.000000000000e+02
 4.499108000000e+03  2.500000000000e+02
 4.533799000000e+03  2.000000000000e+02
 4.581581000000e+03  2.000000000000e+02
 4.581729000000e+03  3.000000000000e+02
 4.645405000000e+03  2.000000000000e+02
 4.649491000000e+03  2.500000000000e+02
 4.663556000000e+03  2.000000000000e+02
 4.670747000000e+03  3.000000000000e+02
 4.688733000000e+03  2.500000000000e+02
 4.716097000000e+03  5.000000000000e+02
 4.728423000000e+03  5.000000000000e+02
 4.760270000000e+03  5.000000000000e+02
 4.783103000000e+03  4.000000000000e+02
 4.785864000000e+03  2.000000000000e+02
 4.841701000000e+03  6.000000000000e+02
 4.883971000000e+03  5.000000000000e+02
 4.910400000000e+03  4.000000000000e+02
 4.918986000000e+03  2.500000000000e+02
 5.044279000000e+03  2.500000000000e+02
 5.071200000000e+03  3.000000000000e+02
 5.117162000000e+03  3.000000000000e+02
 5.122136000000e+03  2.000000000000e+02
 5.175419000000e+03  3.000000000000e+02
 5.271403000000e+03  2.500000000000e+02
