 1.951051000000e+03  1.000000000000e+03
 1.962140000000e+03  9.000000000000e+02
 1.977524000000e+03  6.000000000000e+02
 1.982907000000e+03  6.000000000000e+02
 1.989394000000e+03  9.000000000000e+02
 1.990863000000e+03  5.000000000000e+02
 2.001712000000e+03  4.000000000000e+02
 2.008095000000e+03  8.000000000000e+02
 2.009982000000e+03  3.000000000000e+02
 2.010236000000e+03  2.500000000000e+02
 2.014238000000e+03  2.500000000000e+02
 2.026088000000e+03  5.000000000000e+02
 2.029995000000e+03  9.000000000000e+02
 2.035043000000e+03  1.500000000000e+02
 2.049636000000e+03  3.000000000000e+02
 2.065573000000e+03  1.400000000000e+02
 2.071208000000e+03  2.000000000000e+02
 2.075590000000e+03  1.400000000000e+02
 2.079118000000e+03  6.000000000000e+02
 2.079120000000e+03  6.000000000000e+02
 2.088204000000e+03  2.000000000000e+02
 2.089156000000e+03  1.400000000000e+02
 2.094751000000e+03  4.000000000000e+02
 2.098602000000e+03  1.500000000000e+02
 2.100675000000e+03  1.400000000000e+02
 2.106187000000e+03  9.000000000000e+01
 2.110323000000e+03  8.000000000000e+01
 2.118874000000e+03  1.300000000000e+02
 2.121576000000e+03  1.500000000000e+02
 2.153558000000e+03  5.000000000000e+01
 2.157796000000e+03  5.000000000000e+01
 2.166316000000e+03  9.000000000000e+01
 2.194528000000e+03  3.000000000000e+01
 2.204483000000e+03  8.000000000000e+01
 2.248758000000e+03  3.000000000000e+01
 2.397107000000e+03  5.000000000000e+01
 2.451476000000e+03  5.000000000000e+01
 2.489231000000e+03  2.500000000000e+01
 2.554853000000e+03  2.500000000000e+01
 2.555095000000e+03  4.000000000000e+01
 2.571444000000e+03  3.000000000000e+01
 2.589160000000e+03  2.500000000000e+01
 2.658032000000e+03  2.500000000000e+01
 2.697710000000e+03  1.300000000000e+01
 2.764261000000e+03  2.500000000000e+01
 2.952268000000e+03  1.300000000000e+01
 3.641408000000e+03  1.500000000000e+01
