 3.442684000000e+03  3.000000000000e+01
 3.469509000000e+03  4.000000000000e+01
 3.502780000000e+03  4.000000000000e+01
 3.539590000000e+03  3.000000000000e+01
 3.558016000000e+03  1.100000000000e+02
 3.558713000000e+03  4.000000000000e+01
 3.565172000000e+03  2.000000000000e+01
 3.570753000000e+03  7.000000000000e+01
 3.578244000000e+03  2.000000000000e+01
 3.586601000000e+03  2.500000000000e+01
 3.590764000000e+03  4.000000000000e+01
 3.595835000000e+03  3.000000000000e+01
 3.607424000000e+03  3.000000000000e+01
 3.628037000000e+03  5.000000000000e+01
 3.629368000000e+03  2.000000000000e+01
 3.634674000000e+03  4.000000000000e+01
 3.638676000000e+03  1.100000000000e+02
 3.664445000000e+03  2.500000000000e+01
 3.684012000000e+03  2.500000000000e+01
 3.697679000000e+03  2.500000000000e+01
 3.719351000000e+03  2.500000000000e+01
 3.747430000000e+03  6.000000000000e+01
 3.756050000000e+03  4.000000000000e+01
 3.792794000000e+03  4.000000000000e+01
 3.810330000000e+03  1.100000000000e+02
 3.849914000000e+03  4.000000000000e+01
 3.855898000000e+03  5.000000000000e+01
 3.862851000000e+03  5.000000000000e+02
 3.892684000000e+03  3.000000000000e+02
 3.905404000000e+03  9.000000000000e+01
 3.937014000000e+03  2.500000000000e+02
 3.944420000000e+03  2.500000000000e+02
 3.948062000000e+03  4.000000000000e+01
 3.956416000000e+03  2.500000000000e+01
 3.973036000000e+03  2.000000000000e+02
 3.973575000000e+03  2.500000000000e+02
 3.977019000000e+03  6.000000000000e+01
 3.982331000000e+03  8.000000000000e+01
 3.987655000000e+03  6.000000000000e+01
 4.007965000000e+03  1.000000000000e+03
 4.012533000000e+03  8.000000000000e+01
 4.020512000000e+03  2.000000000000e+02
 4.021548000000e+03  3.000000000000e+01
 4.046955000000e+03  7.000000000000e+01
 4.059515000000e+03  4.000000000000e+01
 4.077880000000e+03  3.000000000000e+01
 4.087632000000e+03  2.500000000000e+02
 4.098099000000e+03  8.000000000000e+01
 4.116361000000e+03  2.500000000000e+01
 4.118546000000e+03  2.500000000000e+01
 4.131504000000e+03  4.000000000000e+01
 4.151108000000e+03  5.000000000000e+02
 4.190697000000e+03  7.000000000000e+01
 4.218425000000e+03  1.000000000000e+02
 4.286556000000e+03  5.000000000000e+01
 4.298905000000e+03  2.500000000000e+01
 4.386397000000e+03  2.000000000000e+01
 4.409340000000e+03  6.000000000000e+01
 4.424571000000e+03  2.500000000000e+01
 4.426769000000e+03  2.500000000000e+01
 4.606606000000e+03  7.000000000000e+01
 4.673161000000e+03  2.000000000000e+01
 5.007234000000e+03  2.000000000000e+01
 5.762801000000e+03  2.000000000000e+01
 5.826786000000e+03  3.000000000000e+01
 6.221019000000e+03  2.500000000000e+01
 7.469510000000e+03  9.000000000000e+00
